,Title,description,price,hab,m2,timeago,phone,url,imgurl
66,Casa en Calle Rúa Nova,"OPORTUNIDAD CASA CON FINCA CENTRO DE LUGOSe vende casa con bajo acondicionado para oficina o tienda, con dos pisos más buhardilla. El pri...",320.000 €,None,352 m²,hace 14 días,982110152,/vivienda/lugo-capital/calle-rua-nova-148790363?RowGrid=33&tti=1&opi=300,https://d.inmofactory.com/1/86170/9761793/87618853.jpg/690x518/p_1
67,Piso en Calle Xoan Montes,"Precioso piso en Xoan Montes, 275.000 euros. Casi todo exterior y muy luminoso. El piso tiene 237 metros cuadrados distribuidos en seis d...",275.000 €,6 habs.,237 m²,hace 15 días,982110152,/vivienda/lugo-capital/calefaccion-ascensor-amueblado-calle-xoan-montes-145467350?RowGrid=34&tti=1&opi=300,https://d.inmofactory.com/1/86170/13658172/159689608.jpg/690x518/p_1
68,Piso en Ronda Muralla,"En la Ronda, pegado a la puerta de la muralla que da a Praza Maior, con 80 m2 aproximados, balcón y terraza cubierta. Con la sala princip...",134.000 €,3 habs.,100 m²,ahora,982775441,/vivienda/lugo-capital/calefaccion-parking-trastero-ascensor-ronda-muralla-147361197?RowGrid=1&tti=1&opi=300,https://d.inmofactory.com/1/90290/14847868/184121878.jpg/690x518/p_1
69,Apartamento en Xoan Montes,"Vivienda en el centro de Lugo histórico, haciendo esquina con rúa progreso, zona comercial y peatonal. Con una superficie de 80 m2 aproxi...",210.000 €,2 habs.,80 m²,ahora,982775441,/vivienda/lugo-capital/ascensor-xoan-montes-147607025?RowGrid=2&tti=1&opi=300,https://d.inmofactory.com/1/90290/14996251/187544751.jpg/690x518/p_1
70,"Casa adosada en Poligono, 80","Casa en venta en Begonte, Lugo. El inmueble dispone de una superficie de 101 m² distribuidos en 2 plantas. La planta baja dispone de 4 ha...",54.500 €,1 hab.,101 m²,ahora,935432140,/vivienda/lugo-capital/poligono-80-147973347?RowGrid=3&tti=1&opi=300,https://d.fotocasa.es/anuncio/2018/08/10/147973347/437114876.jpg/690x518/p_1
71,Piso en Calle San Froilan,Piso en venta  dentro de murallas. Situado en la calle San Froilán. El edificio es del año 1980. Tiene 138 metros cuadrados y está distri...,169.000 €,4 habs.,138 m²,ahora,982110152,/vivienda/lugo-capital/calle-san-froilan-147516946?RowGrid=4&tti=1&opi=300,https://d.inmofactory.com/1/86170/14938803/186203970.jpg/690x518/p_1
72,Piso en Centro - Recinto Amurallado,"Vivienda luminosa y bien distribuida, con amplios ventanales y buenas vistas. Dispone de calefacción y los suelos son de tarima (excepto ...",104.000 €,1 hab.,87 m²,hace 16 horas,910755184,/vivienda/lugo-capital/centro-recinto-amurallado-144470844?RowGrid=5&tti=1&opi=300,https://frtassets.fotocasa.es/img/fotocasa_logo.svg
73,Dúplex en Centro - Recinto Amurallado,"Vivienda luminosa y bien distribuida, con amplios ventanales y buenas vistas. Dispone de calefacción y los suelos son de tarima (excepto ...",128.000 €,2 habs.,131 m²,hace 17 horas,910755184,/vivienda/lugo-capital/centro-recinto-amurallado-144471179?RowGrid=6&tti=1&opi=300,https://frtassets.fotocasa.es/img/fotocasa_logo.svg
74,Piso en Calle Bolaño Rivadeneira,"Pisos en construcción en el centro de la ciudad, de uno y dos dormitorios. 
Cuenta con unas calidades excelentes: persianas con maniobra ...",270.000 €,2 habs.,77 m²,hace 1 día,982775106,/vivienda/lugo-capital/calefaccion-parking-ascensor-television-no-amueblado-calle-bolano-rivadeneira-147865204?RowGrid=7&tti=1&opi=300,https://d.inmofactory.com/1/112972/15134579/190963763.jpg/690x518/p_1
75,Piso en Centro - Recinto Amurallado,"Vivienda luminosa y bien distribuida, con amplios ventanales y buenas vistas. Dispone de calefacción y los suelos son de tarima (excepto ...",132.300 €,None,107 m²,hace 1 día,910755184,/vivienda/lugo-capital/centro-recinto-amurallado-147476786?RowGrid=8&tti=1&opi=300,https://frtassets.fotocasa.es/img/fotocasa_logo.svg
76,Piso en Centro - Recinto Amurallado,"Vivienda luminosa y bien distribuida, con amplios ventanales y buenas vistas. Dispone de calefacción y los suelos son de tarima (excepto ...",111.300 €,2 habs.,107 m²,hace 1 día,910755184,/vivienda/lugo-capital/centro-recinto-amurallado-144470828?RowGrid=9&tti=1&opi=300,https://frtassets.fotocasa.es/img/fotocasa_logo.svg
77,Apartamento en Calle Reina,"Zona centro, dentro de Murallas, apartamento de 44 m² útiles aprox., cuarta planta, 2 habitaciones, 1 baño, cocina, salón y amplia galerí...",120.000 €,2 habs.,44 m²,hace 2 días,982775468,/vivienda/lugo-capital/calefaccion-trastero-ascensor-parking-calle-reina-147849040?RowGrid=10&tti=1&opi=300,https://d.inmofactory.com/1/94828/15125591/190748874.jpg/690x518/p_1
78,Dúplex en Lugo Capital - Centro - Recinto Amurallado,"Dúplex a estrenar en el centro de Lugo. 
Edificio reformado al lado de la Plaza de España 
Cocina amueblada con electrodomesticos",180.000 €,3 habs.,75 m²,hace 2 días,982775076,/vivienda/lugo-capital/calefaccion-parking-trastero-se-aceptan-mascotas-centro-recinto-amurallado-148934711?RowGrid=11&tti=1&opi=300,https://d.inmofactory.com/1/101168/15763953/205110007.jpg/690x518/p_1
79,Piso en Calle San Froilan,Piso en venta  dentro de murallas. Situado en la calle San Froilán. El edificio es del año 1980. Tiene 138 metros cuadrados y está distri...,169.000 €,4 habs.,138 m²,hace 3 días,982110152,/vivienda/lugo-capital/calle-san-froilan-147516946?RowGrid=12&tti=1&opi=300,https://d.inmofactory.com/1/86170/14938803/186203970.jpg/690x518/p_1
80,Dúplex en Lugo Capital - Centro - Recinto Amurallado,"DUPLEX EN EL CENTRO DE LUGO LISTO PARA ENTRAR A VIVIR CON COCINA AMUEBLADA. 
PLANTA BAJA CON SALON COCINA, 1 DORMITORIO, 1 BAÑO. 
PLANTA ...",180.000 €,3 habs.,75 m²,hace 4 días,982775076,/vivienda/lugo-capital/calefaccion-se-aceptan-mascotas-centro-recinto-amurallado-148905916?RowGrid=13&tti=1&opi=300,https://d.inmofactory.com/1/101168/15744455/204648863.jpg/690x518/p_1
81,Piso en Calle Noreas,"Zona centro, dentro de Murallas, piso de 86 m² construidos, segunda planta sin ascensor. Dos habitaciones, un baño, una sala, salón, coci...",55.000 €,3 habs.,75 m²,hace 4 días,982775468,/vivienda/lugo-capital/trastero-no-amueblado-calle-noreas-146663936?RowGrid=14&tti=1&opi=300,https://d.inmofactory.com/1/94828/14426624/174461353.jpg/690x518/p_1
82,"Apartamento en Avenida Castelao, 13","OBRA NUEVA situada en Calle Castelao a escasos metros de la Muralla. 
El PISO consta de dos dormitorios, un baño, salón-comedor, cocina a...",145.000 €,2 habs.,60 m²,hace 4 días,982110481,/vivienda/lugo-capital/calefaccion-trastero-ascensor-parking-avenida-castelao-13-148831813?RowGrid=15&tti=1&opi=300,https://d.inmofactory.com/1/110742/15702742/203634142.jpg/690x518/p_1
83,Piso en Calle Reina,"Piso céntrico, de ciento treinta y un metros, distribuidos en cuatro dormitorios y dos baños. Dispone de ascensor. Detalles a destacar: v...",173.000 €,4 habs.,131 m²,hace 5 días,982110164,/vivienda/lugo-capital/calefaccion-ascensor-calle-reina-146864588?RowGrid=16&tti=1&opi=300,https://d.inmofactory.com/1/107392/14545056/176971881.jpg/690x518/p_1
84,"Casa adosada en Poligono, 80","Casa en venta en Begonte, Lugo. El inmueble dispone de una superficie de 101 m² distribuidos en 2 plantas. La planta baja dispone de 4 ha...",54.500 €,1 hab.,101 m²,hace 5 días,935432140,/vivienda/lugo-capital/poligono-80-147973347?RowGrid=17&tti=1&opi=300,https://d.fotocasa.es/anuncio/2018/08/10/147973347/437114876.jpg/690x518/p_1
85,Piso en Centro - Recinto Amurallado,"BONITO PISO SITUADO DENTRO DE MURALLAS, EN ZONA MUY TRANQUILA Y PRÓXIMA A TODOS LOS SERVICIOS. SUPERFICIE DE 82 m2 ÚTILES, CON TRES HABIT...",135.000 €,3 habs.,82 m²,hace 6 días,Contactar,/vivienda/lugo-capital/calefaccion-parking-trastero-ascensor-centro-recinto-amurallado-127945367?RowGrid=18&tti=1&opi=300,https://d.fotocasa.es/anuncio/2012/04/29/127945367/160018959.jpg/690x518/p_1
86,Piso en Calle Bolaño Rivadeneira,DENTRO DE MURALLAS!! PRECIOSO APARTAMENTO EN CALLE BOLAÑO RIBADENEIRA EN EXCELENTE ESTADO. SUPERFICIE DE 67 METROS CUADRADOS. SE DISTRIBU...,169.000 €,2 habs.,67 m²,hace 6 días,982110467,/vivienda/lugo-capital/calefaccion-ascensor-amueblado-calle-bolano-rivadeneira-148752212?RowGrid=19&tti=1&opi=300,https://d.inmofactory.com/1/101406/15651544/202416993.jpg/690x518/p_1
87,Casa en Calle Urbanización a Campiña,IMPRESIONANTE CHALET EN ZONA EXCLUSIVA!!! Urbanización A Campiña. 245.000 euros!! Chalet de 210 metros cuadrados con 590 metros cuadrados...,245.000 €,4 habs.,210 m²,hace 7 días,982110152,/vivienda/lugo-capital/calefaccion-parking-trastero-amueblado-calle-urbanizacion-a-campina-148862276?RowGrid=20&tti=1&opi=300,https://d.inmofactory.com/1/86170/9712625/86680787.jpg/690x518/p_1
88,Dúplex en Bolaño Rivadeneira,"Oportunidad, centro de Lugo, duplex seminuevo soleado y luminoso. Tiene domotica y calefaccion de suelo radiante y está insonorizado. Est...",A consultar,None,82 m²,hace 9 días,982110152,/vivienda/lugo-capital/calefaccion-ascensor-amueblado-bolano-rivadeneira-148849015?RowGrid=21&tti=1&opi=300,https://d.inmofactory.com/1/86170/15712610/203885908.jpg/690x518/p_1
89,Piso en Da Cruz,"Se vende piso de 153 m2 construidos, y bajo cubierta con escalera exterior de 39 m2 construidos. 
Está situado en el mismo centro de Lugo...",200.000 €,None,192 m²,hace 9 días,981964676,/vivienda/lugo-capital/da-cruz-147968384?RowGrid=22&tti=1&opi=300,https://d.inmofactory.com/1/90482/15190674/192238887.jpg/690x518/p_1
90,Piso en Centro - Recinto Amurallado,"Piso centro lugo , delante gobierno cicil , 5 dormitorios , necesita reforma completa , tiene licencia de uso de vivienda , pero hasta la...",155.000 €,5 habs.,90 m²,hace 10 días,Contactar,/vivienda/lugo-capital/ascensor-centro-recinto-amurallado-148814316?RowGrid=23&tti=1&opi=300,https://d.fotocasa.es/anuncio/2018/10/30/148814316/449791581.jpg/690x518/p_1
91,Piso en Lugo Capital - Centro - Recinto Amurallado,"DENTRO DE MURALLAS!! COCINA EQUIPADA, 2 BAÑOS, 3 DORMITORIOS, EL PRINCIPAL CON BAÑO Y VESTIDOR, SALÓN MUY AMPLIO. DOS ENTRADAS. DISPONE D...",135.000 €,3 habs.,82 m²,hace 10 días,982110467,/vivienda/lugo-capital/calefaccion-trastero-ascensor-parking-centro-recinto-amurallado-148835020?RowGrid=24&tti=1&opi=300,https://d.inmofactory.com/1/101406/15705460/203699455.jpg/690x518/p_1
92,Apartamento en Amor Meilan,"En el centro histórico de Lugo. Ático con amplia terraza. Muy cuidado, de diseño. De 56 m2, apartamento de dos dormitorios completamente ...",95.000 €,2 habs.,56 m²,hace 11 días,982775441,/vivienda/lugo-capital/calefaccion-terraza-amor-meilan-148418096?RowGrid=25&tti=1&opi=300,https://d.inmofactory.com/1/90290/15452751/197918017.jpg/690x518/p_1
93,"Dúplex en Calle Castelao, 15","OBRA NUEVA situada al inicio de la calle Castelao con la Ronda de la Muralla. 
EL DÚPLEX consta de DOS dormitorios, DOS baños, cocina, sa...",148.000 €,2 habs.,74 m²,hace 11 días,982110481,/vivienda/lugo-capital/calefaccion-trastero-ascensor-parking-calle-castelao-15-146149625?RowGrid=26&tti=1&opi=300,https://d.inmofactory.com/1/110742/14106973/168233615.jpg/690x518/p_1
94,"Dúplex en Calle Castelao, 15","OBRA NUEVA situada al inicio de la calle Castelao con la Ronda de la Muralla. 
EL DÚPLEX consta de TRES dormitorios todos ellos con balco...",165.000 €,3 habs.,87 m²,hace 11 días,982110481,/vivienda/lugo-capital/terraza-trastero-ascensor-parking-calle-castelao-15-146172598?RowGrid=27&tti=1&opi=300,https://d.inmofactory.com/1/110742/14106861/168234615.jpg/690x518/p_1
95,"Piso en Calle Castelao, 15","OBRA NUEVA situada en Calle Castelao a escasos metros de la Muralla. 
El PISO consta de tres dormitorios, dos baños, salón-comedor, cocin...",185.000 €,3 habs.,92 m²,hace 11 días,982110481,/vivienda/lugo-capital/calefaccion-trastero-ascensor-parking-calle-castelao-15-146143725?RowGrid=28&tti=1&opi=300,https://d.inmofactory.com/1/110742/14053426/166725979.jpg/690x518/p_1
96,"Piso en Calle Castelao, 15","Vivienda situada en la parte alta de la calle Castelao muy próxima al recinto amurallado. 
Se compone de tres dormitorios, dos baños, uno...",160.000 €,3 habs.,76 m²,hace 11 días,982110481,/vivienda/lugo-capital/calefaccion-trastero-zona-comunitaria-ascensor-parking-calle-castelao-15-146055588?RowGrid=29&tti=1&opi=300,https://d.inmofactory.com/1/110742/14043730/166592723.jpg/690x518/p_1
97,Piso en Ronda Muralla,"En la Ronda, pegado a la puerta de la muralla que da a Praza Maior, con 80 m2 aproximados, balcón y terraza cubierta. Con la sala princip...",134.000 €,3 habs.,100 m²,hace 12 días,982775441,/vivienda/lugo-capital/calefaccion-parking-trastero-ascensor-ronda-muralla-147361197?RowGrid=30&tti=1&opi=300,https://d.inmofactory.com/1/90290/14847868/184121878.jpg/690x518/p_1
98,Piso en Doutor Castro,"LU 1206_ Piso_Duplex situado en pleno Casco Histórico de la ciudad, al lado de la Plaza Mayor, dispone de 3 dormitorios dobles con armari...",210.000 €,3 habs.,90 m²,hace 12 días,982775816,/vivienda/lugo-capital/calefaccion-ascensor-doutor-castro-148434074?RowGrid=31&tti=1&opi=300,https://d.inmofactory.com/1/99447/14168576/168994513.jpg/690x518/p_1
99,Casa en Lugo Capital - Centro - Recinto Amurallado,CHALET A 2 KMS DE LUGO!! SE DISTRIBUYE EN 3 PLANTAS Y UN SOTANO DESTINADO A GARAJE. PLANTA BAJA: COCINA SALON MUY AMPLIO DE 70 METROS CUA...,280.000 €,5 habs.,335 m²,hace 13 días,982110467,/vivienda/lugo-capital/calefaccion-parking-trastero-centro-recinto-amurallado-148204848?RowGrid=32&tti=1&opi=300,https://d.inmofactory.com/1/101406/15326847/195135422.jpg/690x518/p_1
100,Casa en Calle Rúa Nova,"OPORTUNIDAD CASA CON FINCA CENTRO DE LUGOSe vende casa con bajo acondicionado para oficina o tienda, con dos pisos más buhardilla. El pri...",320.000 €,None,352 m²,hace 14 días,982110152,/vivienda/lugo-capital/calle-rua-nova-148790363?RowGrid=33&tti=1&opi=300,https://d.inmofactory.com/1/86170/9761793/87618853.jpg/690x518/p_1
101,Piso en Calle Xoan Montes,"Precioso piso en Xoan Montes, 275.000 euros. Casi todo exterior y muy luminoso. El piso tiene 237 metros cuadrados distribuidos en seis d...",275.000 €,6 habs.,237 m²,hace 15 días,982110152,/vivienda/lugo-capital/calefaccion-ascensor-amueblado-calle-xoan-montes-145467350?RowGrid=34&tti=1&opi=300,https://d.inmofactory.com/1/86170/13658172/159689608.jpg/690x518/p_1
